user_id,country,device_type,age_group,signup_date
8387,India,Desktop,35-44,2024-04-14
8388,UK,Tablet,35-44,2024-10-17
8389,Australia,Mobile,45-54,2024-01-09
8390,Canada,Desktop,35-44,2024-06-13
8391,UK,Mobile,45-54,2024-02-29
8392,UK,Mobile,18-24,2024-11-07
8393,USA,Desktop,18-24,2024-04-15
8394,USA,Mobile,45-54,2024-04-20
8395,Australia,Mobile,25-34,2024-03-29
8396,Canada,Desktop,25-34,2024-09-24
8397,Germany,Desktop,18-24,2024-08-17
8398,USA,Mobile,55+,2024-11-22
8399,Germany,Mobile,25-34,2024-03-11
8400,India,Mobile,45-54,2024-04-28
8401,USA,Mobile,18-24,2024-12-16
8402,USA,Desktop,35-44,2024-11-01
8403,Canada,Mobile,35-44,2024-04-12
8404,Australia,Mobile,25-34,2024-07-20
8405,Germany,Mobile,55+,2024-01-23
8406,USA,Desktop,25-34,2024-03-30
8407,USA,Mobile,55+,2024-04-02
8408,Canada,Mobile,25-34,2024-09-20
8409,Canada,Mobile,35-44,2024-10-11
8410,Australia,Mobile,55+,2024-06-19
8411,Germany,Mobile,35-44,2024-11-04
8412,India,Mobile,45-54,2024-08-08
8413,Australia,Desktop,45-54,2024-01-24
8414,India,Desktop,18-24,2024-07-20
8415,UK,Desktop,35-44,2024-05-03
8416,USA,Mobile,35-44,2024-05-21
8417,Germany,Mobile,18-24,2024-02-21
8418,Australia,Mobile,45-54,2024-03-10
8419,USA,Mobile,45-54,2024-09-16
8420,Germany,Mobile,55+,2024-07-04
8421,Germany,Desktop,55+,2024-07-25
8422,Germany,Mobile,45-54,2024-10-19
8423,USA,Mobile,25-34,2024-10-30
8424,Australia,Mobile,35-44,2024-02-08
8425,Canada,Mobile,55+,2024-12-13
8426,USA,Desktop,25-34,2024-03-06
8427,Germany,Mobile,55+,2024-01-13
8428,Australia,Desktop,18-24,2024-07-12
8429,UK,Mobile,35-44,2024-11-11
8430,India,Desktop,55+,2024-10-14
8431,Germany,Mobile,45-54,2024-05-12
8432,UK,Desktop,18-24,2024-07-13
8433,Canada,Mobile,18-24,2024-11-17
8434,Germany,Mobile,45-54,2024-03-18
8435,UK,Mobile,18-24,2024-09-06
8436,Germany,Mobile,35-44,2024-08-19
8437,USA,Mobile,55+,2024-06-28
8438,Australia,Mobile,18-24,2024-06-25
8439,UK,Mobile,35-44,2024-01-29
8440,Australia,Mobile,45-54,2024-06-14
8441,USA,Desktop,55+,2024-11-21
8442,USA,Mobile,45-54,2024-08-13
8443,Australia,Mobile,55+,2024-05-15
8444,UK,Desktop,18-24,2024-07-05
8445,Australia,Tablet,18-24,2024-02-24
8446,Australia,Desktop,55+,2024-01-02
8447,India,Desktop,35-44,2024-11-14
8448,UK,Mobile,35-44,2024-01-17
8449,India,Tablet,35-44,2024-02-28
8450,Germany,Mobile,25-34,2024-03-28
8451,Australia,Mobile,35-44,2024-08-10
8452,Germany,Desktop,18-24,2024-09-28
8453,UK,Mobile,25-34,2024-02-27
8454,Australia,Mobile,35-44,2024-07-10
8455,Germany,Mobile,18-24,2024-02-19
8456,Canada,Mobile,25-34,2024-07-31
8457,USA,Mobile,18-24,2024-08-17
8458,Australia,Mobile,55+,2024-06-02
8459,USA,Mobile,18-24,2024-09-29
8460,India,Mobile,25-34,2024-02-15
8461,Germany,Mobile,35-44,2024-12-27
8462,India,Mobile,25-34,2024-11-01
8463,Australia,Desktop,35-44,2024-04-27
8464,USA,Mobile,35-44,2024-06-24
8465,USA,Desktop,45-54,2024-03-08
8466,Germany,Mobile,55+,2024-09-07
8467,Australia,Mobile,45-54,2024-08-17
8468,Canada,Mobile,25-34,2024-07-18
8469,Canada,Mobile,45-54,2024-05-25
8470,Germany,Mobile,35-44,2024-02-20
8471,Australia,Mobile,25-34,2024-07-04
8472,Germany,Mobile,45-54,2024-11-15
8473,Australia,Mobile,18-24,2024-07-17
8474,India,Mobile,55+,2024-05-24
8475,Germany,Tablet,18-24,2024-02-28
8476,Australia,Mobile,25-34,2024-07-13
8477,Canada,Desktop,45-54,2024-05-22
8478,Australia,Desktop,35-44,2024-08-10
8479,Australia,Mobile,45-54,2024-04-09
8480,Germany,Desktop,25-34,2024-01-26
8481,India,Tablet,25-34,2024-01-14
8482,India,Mobile,25-34,2024-05-01
8483,India,Desktop,25-34,2024-09-21
8484,India,Desktop,45-54,2024-01-07
8485,UK,Mobile,18-24,2024-08-06
8486,Germany,Mobile,35-44,2024-08-07
8487,USA,Desktop,35-44,2024-07-01
8488,Germany,Desktop,55+,2024-04-17
8489,UK,Mobile,25-34,2024-12-12
8490,India,Mobile,25-34,2024-05-03
8491,UK,Desktop,25-34,2024-06-18
8492,Canada,Mobile,18-24,2024-09-13
8493,Canada,Desktop,25-34,2024-01-09
8494,Germany,Mobile,55+,2024-10-06
8495,Germany,Mobile,55+,2024-05-04
8496,USA,Mobile,18-24,2024-06-10
8497,USA,Mobile,25-34,2024-02-05
8498,Canada,Mobile,45-54,2024-01-04
8499,India,Mobile,45-54,2024-03-27
8500,UK,Mobile,35-44,2024-09-20
8501,USA,Mobile,18-24,2024-03-31
8502,Australia,Desktop,45-54,2024-10-21
8503,USA,Mobile,35-44,2024-02-27
8504,India,Mobile,55+,2024-05-19
8505,India,Mobile,35-44,2024-06-20
8506,Germany,Mobile,25-34,2024-09-16
8507,UK,Tablet,25-34,2024-01-25
8508,India,Desktop,55+,2024-07-16
8509,USA,Mobile,18-24,2024-03-07
8510,USA,Desktop,25-34,2024-04-27
8511,Canada,Mobile,25-34,2024-10-06
8512,India,Mobile,35-44,2024-01-06
8513,Australia,Mobile,35-44,2024-04-06
8514,Germany,Desktop,35-44,2024-03-12
8515,UK,Mobile,45-54,2024-09-14
8516,Australia,Desktop,55+,2024-02-07
8517,Germany,Mobile,18-24,2024-10-22
8518,USA,Mobile,35-44,2024-02-25
8519,Australia,Tablet,18-24,2024-04-12
8520,Germany,Mobile,35-44,2024-04-12
8521,USA,Desktop,25-34,2024-08-03
8522,USA,Desktop,18-24,2024-01-21
8523,USA,Desktop,45-54,2024-04-24
8524,USA,Mobile,35-44,2024-07-28
8525,USA,Mobile,55+,2024-10-17
8526,Canada,Desktop,25-34,2024-07-21
8527,Australia,Mobile,35-44,2024-11-18
8528,Germany,Mobile,18-24,2024-07-06
8529,Canada,Mobile,35-44,2024-05-30
8530,Canada,Mobile,25-34,2024-07-09
8531,India,Mobile,55+,2024-08-01
8532,India,Mobile,55+,2024-02-11
8533,India,Mobile,55+,2024-07-12
8534,UK,Mobile,25-34,2024-09-06
8535,India,Mobile,35-44,2024-03-21
8536,Germany,Desktop,25-34,2024-02-10
8537,Canada,Desktop,25-34,2024-01-20
8538,Germany,Mobile,35-44,2024-01-09
8539,Australia,Mobile,45-54,2024-11-08
8540,India,Mobile,55+,2024-05-03
8541,UK,Mobile,18-24,2024-07-21
8542,Australia,Desktop,18-24,2024-03-18
8543,UK,Desktop,35-44,2024-07-28
8544,Australia,Desktop,18-24,2024-01-18
8545,Canada,Mobile,45-54,2024-08-23
8546,Germany,Mobile,25-34,2024-11-14
8547,USA,Mobile,55+,2024-07-18
8548,Germany,Mobile,18-24,2024-12-14
8549,India,Mobile,18-24,2024-10-08
8550,USA,Mobile,35-44,2024-09-08
8551,UK,Mobile,35-44,2024-12-05
8552,Canada,Mobile,25-34,2024-08-26
8553,Canada,Mobile,55+,2024-09-25
8554,UK,Mobile,18-24,2024-04-28
8555,India,Tablet,25-34,2024-10-08
8556,UK,Mobile,55+,2024-12-02
8557,Australia,Mobile,25-34,2024-12-10
8558,India,Mobile,18-24,2024-01-07
8559,USA,Desktop,35-44,2024-09-29
8560,UK,Mobile,35-44,2024-09-09
8561,India,Desktop,35-44,2024-12-07
8562,USA,Mobile,45-54,2024-05-07
8563,UK,Desktop,25-34,2024-04-01
8564,Canada,Mobile,18-24,2024-11-01
8565,UK,Mobile,25-34,2024-01-06
8566,Germany,Mobile,35-44,2024-03-14
8567,UK,Mobile,25-34,2024-02-25
8568,Germany,Desktop,55+,2024-10-21
8569,USA,Mobile,25-34,2024-11-05
8570,UK,Mobile,45-54,2024-08-25
8571,USA,Tablet,45-54,2024-01-22
8572,USA,Mobile,35-44,2024-02-10
8573,India,Tablet,18-24,2024-12-11
8574,USA,Mobile,55+,2024-09-22
8575,USA,Desktop,18-24,2024-09-14
8576,UK,Mobile,18-24,2024-02-17
8577,UK,Mobile,55+,2024-10-24
8578,Canada,Mobile,45-54,2024-05-18
8579,India,Mobile,35-44,2024-07-20
8580,USA,Mobile,25-34,2024-05-19
8581,India,Mobile,45-54,2024-05-21
8582,Germany,Tablet,35-44,2024-10-12
8583,USA,Tablet,45-54,2024-08-20
8584,India,Tablet,55+,2024-11-11
8585,Canada,Tablet,18-24,2024-06-06
8586,Canada,Desktop,55+,2024-02-07
8587,USA,Tablet,25-34,2024-03-15
8588,Germany,Desktop,55+,2024-11-16
8589,Canada,Mobile,18-24,2024-06-23
8590,Canada,Desktop,45-54,2024-02-08
8591,Germany,Desktop,35-44,2024-03-13
8592,India,Desktop,25-34,2024-02-27
8593,Canada,Mobile,45-54,2024-12-28
8594,UK,Mobile,35-44,2024-03-29
8595,Australia,Desktop,18-24,2024-09-29
8596,Australia,Tablet,55+,2024-05-13
8597,Canada,Mobile,45-54,2024-05-22
8598,India,Mobile,35-44,2024-04-04
8599,India,Mobile,35-44,2024-06-04
8600,USA,Mobile,55+,2024-07-19
8601,UK,Mobile,45-54,2024-06-08
8602,India,Mobile,45-54,2024-07-29
8603,Germany,Tablet,18-24,2024-06-20
8604,UK,Desktop,45-54,2024-03-10
8605,Australia,Mobile,55+,2024-11-14
8606,UK,Desktop,45-54,2024-11-09
8607,Germany,Mobile,18-24,2024-05-24
8608,Canada,Mobile,35-44,2024-06-15
8609,Germany,Mobile,45-54,2024-11-14
8610,Germany,Desktop,55+,2024-04-26
8611,Canada,Desktop,45-54,2024-07-03
8612,Canada,Desktop,25-34,2024-07-21
8613,Canada,Mobile,18-24,2024-06-10
8614,Canada,Mobile,35-44,2024-11-04
8615,Canada,Mobile,25-34,2024-12-03
8616,Germany,Desktop,55+,2024-07-06
8617,USA,Desktop,45-54,2024-02-12
8618,USA,Mobile,18-24,2024-07-19
8619,India,Mobile,45-54,2024-08-18
8620,USA,Tablet,45-54,2024-01-04
8621,Australia,Desktop,45-54,2024-08-27
8622,USA,Mobile,45-54,2024-07-24
8623,Germany,Desktop,18-24,2024-11-26
8624,Canada,Mobile,25-34,2024-04-03
8625,Canada,Mobile,55+,2024-08-19
8626,Germany,Mobile,25-34,2024-12-28
8627,Australia,Mobile,18-24,2024-12-12
8628,USA,Mobile,55+,2024-12-14
8629,Germany,Mobile,35-44,2024-06-08
8630,India,Mobile,25-34,2024-04-22
8631,Canada,Mobile,18-24,2024-09-08
8632,UK,Mobile,18-24,2024-08-09
8633,India,Mobile,18-24,2024-12-11
8634,Australia,Desktop,55+,2024-04-03
8635,India,Mobile,45-54,2024-06-15
8636,Germany,Mobile,35-44,2024-05-17
8637,USA,Tablet,55+,2024-12-13
8638,Canada,Mobile,55+,2024-12-26
8639,Australia,Mobile,25-34,2024-07-28
8640,Australia,Mobile,35-44,2024-09-12
8641,UK,Desktop,18-24,2024-03-13
8642,India,Desktop,55+,2024-08-01
8643,UK,Mobile,35-44,2024-09-22
8644,USA,Desktop,25-34,2024-12-25
8645,USA,Mobile,45-54,2024-05-30
8646,UK,Tablet,35-44,2024-08-22
8647,Canada,Mobile,18-24,2024-08-03
8648,USA,Desktop,55+,2024-10-30
8649,UK,Mobile,45-54,2024-04-18
8650,India,Mobile,25-34,2024-12-10
8651,UK,Tablet,18-24,2024-10-26
8652,UK,Desktop,45-54,2024-12-14
8653,Germany,Mobile,25-34,2024-11-15
8654,USA,Mobile,18-24,2024-10-22
8655,Canada,Mobile,55+,2024-04-29
8656,Canada,Mobile,25-34,2024-11-23
8657,Germany,Mobile,45-54,2024-04-07
8658,Australia,Mobile,18-24,2024-07-28
8659,Canada,Mobile,35-44,2024-02-01
8660,UK,Mobile,18-24,2024-11-25
8661,Germany,Mobile,45-54,2024-08-13
8662,India,Mobile,45-54,2024-08-02
8663,USA,Mobile,35-44,2024-05-02
8664,USA,Desktop,45-54,2024-05-26
8665,USA,Mobile,18-24,2024-12-05
8666,UK,Mobile,25-34,2024-02-21
8667,India,Mobile,18-24,2024-06-28
8668,Germany,Mobile,45-54,2024-10-16
8669,Germany,Desktop,35-44,2024-07-05
8670,USA,Mobile,35-44,2024-12-02
8671,India,Mobile,55+,2024-04-17
8672,India,Desktop,35-44,2024-05-05
8673,India,Tablet,35-44,2024-09-17
8674,Canada,Mobile,45-54,2024-07-12
8675,Canada,Mobile,25-34,2024-10-23
8676,USA,Mobile,25-34,2024-02-03
8677,India,Mobile,45-54,2024-10-02
8678,Australia,Mobile,35-44,2024-06-30
8679,India,Mobile,18-24,2024-08-26
8680,Germany,Mobile,25-34,2024-11-17
8681,Germany,Desktop,45-54,2024-12-13
8682,USA,Mobile,18-24,2024-05-25
8683,Australia,Mobile,35-44,2024-02-13
8684,India,Desktop,45-54,2024-12-24
8685,Australia,Mobile,25-34,2024-10-30
8686,USA,Mobile,18-24,2024-10-17
8687,Germany,Mobile,18-24,2024-10-21
8688,Germany,Mobile,25-34,2024-09-15
8689,Canada,Mobile,18-24,2024-01-19
8690,USA,Mobile,25-34,2024-08-02
8691,USA,Mobile,45-54,2024-07-29
8692,India,Mobile,55+,2024-08-18
8693,India,Tablet,35-44,2024-12-04
8694,Canada,Mobile,45-54,2024-01-05
8695,UK,Mobile,35-44,2024-11-06
8696,Australia,Tablet,35-44,2024-09-25
8697,UK,Mobile,25-34,2024-06-10
8698,UK,Mobile,55+,2024-08-03
8699,USA,Mobile,35-44,2024-09-30
8700,Australia,Desktop,35-44,2024-11-19
8701,USA,Mobile,45-54,2024-04-09
8702,Australia,Desktop,55+,2024-06-19
8703,Germany,Tablet,55+,2024-09-08
8704,USA,Mobile,35-44,2024-06-17
8705,USA,Mobile,55+,2024-02-07
8706,USA,Mobile,45-54,2024-08-15
8707,Canada,Mobile,25-34,2024-05-04
8708,USA,Mobile,35-44,2024-10-04
8709,India,Mobile,18-24,2024-10-11
8710,India,Desktop,35-44,2024-05-16
8711,Australia,Mobile,35-44,2024-04-17
8712,Germany,Tablet,25-34,2024-03-08
8713,Canada,Desktop,18-24,2024-04-13
8714,Australia,Mobile,18-24,2024-09-02
8715,India,Desktop,18-24,2024-06-13
8716,Canada,Mobile,25-34,2024-07-10
8717,Canada,Desktop,55+,2024-07-13
8718,Germany,Mobile,18-24,2024-05-11
8719,Canada,Mobile,55+,2024-10-22
8720,USA,Desktop,45-54,2024-05-23
8721,Canada,Mobile,25-34,2024-08-06
8722,Germany,Desktop,55+,2024-01-26
8723,Australia,Mobile,18-24,2024-09-07
8724,Germany,Mobile,18-24,2024-04-04
8725,Germany,Mobile,55+,2024-12-19
8726,India,Desktop,55+,2024-07-18
8727,USA,Mobile,45-54,2024-04-12
8728,India,Desktop,25-34,2024-07-11
8729,Australia,Desktop,35-44,2024-01-02
8730,UK,Desktop,45-54,2024-09-03
8731,Australia,Desktop,45-54,2024-03-31
8732,USA,Mobile,45-54,2024-02-14
8733,Canada,Desktop,18-24,2024-01-03
8734,Germany,Desktop,55+,2024-12-01
8735,UK,Desktop,25-34,2024-03-04
8736,USA,Mobile,18-24,2024-05-14
8737,India,Mobile,45-54,2024-10-17
8738,Germany,Mobile,25-34,2024-10-04
8739,Australia,Mobile,18-24,2024-06-24
8740,India,Mobile,35-44,2024-10-08
8741,USA,Mobile,45-54,2024-04-29
8742,USA,Mobile,18-24,2024-09-18
8743,Australia,Mobile,18-24,2024-06-22
8744,UK,Mobile,45-54,2024-04-27
8745,Australia,Mobile,35-44,2024-12-06
8746,Canada,Desktop,55+,2024-07-03
8747,India,Mobile,35-44,2024-08-30
8748,UK,Mobile,45-54,2024-08-01
8749,Germany,Mobile,55+,2024-04-30
8750,Canada,Mobile,18-24,2024-03-03
8751,UK,Desktop,35-44,2024-05-28
8752,India,Desktop,35-44,2024-10-02
8753,USA,Mobile,55+,2024-01-29
8754,Germany,Mobile,18-24,2024-10-25
8755,Australia,Desktop,35-44,2024-08-12
8756,India,Mobile,55+,2024-06-21
8757,Canada,Mobile,35-44,2024-08-31
8758,Canada,Mobile,18-24,2024-11-16
8759,USA,Mobile,18-24,2024-05-10
8760,USA,Mobile,25-34,2024-12-17
8761,Germany,Mobile,55+,2024-01-20
8762,Australia,Mobile,45-54,2024-03-21
8763,Germany,Mobile,35-44,2024-10-19
8764,USA,Mobile,18-24,2024-10-20
8765,USA,Mobile,35-44,2024-08-22
8766,Canada,Mobile,35-44,2024-10-27
8767,USA,Mobile,45-54,2024-08-08
8768,UK,Mobile,18-24,2024-06-18
8769,India,Desktop,25-34,2024-02-15
8770,USA,Mobile,55+,2024-02-29
8771,Germany,Mobile,35-44,2024-04-05
8772,Australia,Mobile,45-54,2024-09-25
8773,Australia,Mobile,45-54,2024-01-31
8774,Australia,Mobile,55+,2024-11-19
8775,UK,Mobile,55+,2024-04-25
8776,Germany,Desktop,18-24,2024-03-02
8777,UK,Desktop,35-44,2024-05-25
8778,USA,Mobile,35-44,2024-11-26
8779,India,Mobile,55+,2024-12-27
8780,Australia,Desktop,25-34,2024-02-22
8781,Germany,Mobile,35-44,2024-02-20
8782,Australia,Desktop,45-54,2024-06-17
8783,UK,Mobile,55+,2024-12-22
8784,Canada,Mobile,35-44,2024-12-22
8785,USA,Mobile,18-24,2024-07-13
8786,India,Tablet,55+,2024-03-23
8787,USA,Desktop,45-54,2024-05-13
8788,Canada,Mobile,18-24,2024-09-24
8789,India,Desktop,55+,2024-03-21
8790,Canada,Mobile,55+,2024-08-06
8791,USA,Desktop,35-44,2024-01-02
8792,UK,Desktop,18-24,2024-11-04
8793,USA,Mobile,55+,2024-09-07
8794,USA,Mobile,45-54,2024-08-23
8795,USA,Tablet,18-24,2024-06-04
8796,Germany,Desktop,35-44,2024-02-06
8797,Canada,Mobile,25-34,2024-08-16
8798,Canada,Mobile,55+,2024-05-24
8799,Australia,Tablet,25-34,2024-11-20
8800,Canada,Mobile,55+,2024-02-25
8801,Australia,Mobile,35-44,2024-04-30
8802,Germany,Mobile,35-44,2024-11-09
8803,UK,Desktop,35-44,2024-07-29
8804,Australia,Mobile,35-44,2024-09-16
8805,USA,Mobile,18-24,2024-04-12
8806,UK,Mobile,18-24,2024-10-31
8807,Germany,Desktop,55+,2024-08-22
8808,Canada,Desktop,18-24,2024-02-07
8809,Australia,Desktop,55+,2024-10-27
8810,USA,Mobile,18-24,2024-04-17
8811,India,Desktop,18-24,2024-08-11
8812,India,Desktop,18-24,2024-10-19
8813,UK,Desktop,45-54,2024-07-02
8814,Canada,Tablet,35-44,2024-06-03
8815,India,Mobile,45-54,2024-02-01
8816,UK,Mobile,18-24,2024-08-21
8817,Germany,Desktop,18-24,2024-09-06
8818,UK,Desktop,45-54,2024-02-27
8819,UK,Mobile,55+,2024-11-28
8820,UK,Mobile,35-44,2024-06-11
8821,USA,Desktop,55+,2024-01-17
8822,UK,Mobile,35-44,2024-09-10
8823,Australia,Mobile,25-34,2024-05-25
8824,UK,Desktop,35-44,2024-08-16
8825,USA,Mobile,55+,2024-08-27
8826,USA,Mobile,35-44,2024-10-12
8827,Germany,Desktop,25-34,2024-12-11
8828,Canada,Mobile,25-34,2024-01-16
8829,India,Mobile,18-24,2024-03-15
8830,India,Mobile,25-34,2024-09-16
8831,UK,Mobile,45-54,2024-12-26
8832,Germany,Mobile,55+,2024-01-04
8833,UK,Mobile,45-54,2024-09-07
8834,India,Mobile,45-54,2024-03-25
8835,USA,Mobile,55+,2024-03-03
8836,Canada,Mobile,45-54,2024-04-09
8837,Germany,Desktop,45-54,2024-11-17
8838,USA,Mobile,45-54,2024-08-30
8839,Canada,Desktop,25-34,2024-10-21
8840,Germany,Mobile,55+,2024-06-10
8841,Germany,Desktop,55+,2024-06-26
8842,India,Mobile,55+,2024-11-23
8843,USA,Mobile,45-54,2024-11-23
8844,Germany,Mobile,25-34,2024-09-08
8845,Australia,Mobile,55+,2024-02-11
8846,Germany,Mobile,35-44,2024-08-29
8847,Canada,Mobile,55+,2024-12-07
8848,India,Desktop,18-24,2024-03-31
8849,UK,Mobile,35-44,2024-01-28
8850,India,Mobile,55+,2024-06-03
8851,UK,Mobile,45-54,2024-04-28
8852,USA,Desktop,55+,2024-08-07
8853,USA,Mobile,25-34,2024-12-12
8854,Germany,Mobile,25-34,2024-09-20
8855,Australia,Mobile,55+,2024-04-30
8856,USA,Mobile,45-54,2024-02-15
8857,Germany,Desktop,45-54,2024-10-06
8858,India,Desktop,45-54,2024-04-24
8859,USA,Mobile,55+,2024-06-16
8860,India,Mobile,55+,2024-09-02
8861,India,Mobile,18-24,2024-10-06
8862,Australia,Mobile,25-34,2024-08-21
8863,USA,Desktop,35-44,2024-01-22
8864,India,Mobile,35-44,2024-07-20
8865,Australia,Mobile,25-34,2024-03-08
8866,Australia,Desktop,18-24,2024-05-15
8867,USA,Mobile,25-34,2024-08-18
8868,Australia,Tablet,18-24,2024-02-27
8869,USA,Desktop,18-24,2024-01-15
8870,USA,Desktop,45-54,2024-09-20
8871,UK,Mobile,25-34,2024-06-18
8872,India,Desktop,35-44,2024-10-17
8873,Canada,Desktop,55+,2024-06-17
8874,USA,Mobile,55+,2024-02-17
8875,India,Mobile,25-34,2024-04-05
8876,Australia,Mobile,55+,2024-11-22
8877,Germany,Tablet,18-24,2024-02-13
8878,USA,Desktop,55+,2024-12-18
8879,Australia,Desktop,18-24,2024-08-27
8880,Australia,Desktop,18-24,2024-10-17
8881,Australia,Mobile,35-44,2024-10-09
8882,Australia,Mobile,55+,2024-03-10
8883,Australia,Mobile,35-44,2024-09-09
8884,USA,Mobile,55+,2024-03-06
8885,Canada,Mobile,18-24,2024-11-22
8886,UK,Desktop,55+,2024-12-01
8887,Australia,Tablet,35-44,2024-10-11
8888,Australia,Mobile,45-54,2024-01-31
8889,UK,Desktop,35-44,2024-08-01
8890,USA,Mobile,45-54,2024-06-29
8891,India,Mobile,25-34,2024-07-20
8892,Germany,Desktop,35-44,2024-03-08
8893,Germany,Mobile,55+,2024-01-25
8894,India,Desktop,45-54,2024-09-04
8895,USA,Desktop,55+,2024-12-02
8896,Germany,Desktop,45-54,2024-12-08
8897,UK,Mobile,35-44,2024-06-08
8898,India,Mobile,35-44,2024-10-06
8899,Canada,Mobile,55+,2024-09-13
8900,USA,Desktop,35-44,2024-04-20
8901,India,Desktop,55+,2024-02-16
8902,Germany,Mobile,18-24,2024-06-27
8903,USA,Desktop,45-54,2024-02-05
8904,UK,Mobile,55+,2024-07-16
8905,USA,Mobile,45-54,2024-02-11
8906,USA,Desktop,18-24,2024-11-27
8907,UK,Desktop,45-54,2024-03-30
8908,Australia,Mobile,55+,2024-12-10
8909,UK,Mobile,35-44,2024-03-08
8910,USA,Mobile,45-54,2024-03-10
8911,UK,Mobile,45-54,2024-04-19
8912,Australia,Desktop,18-24,2024-12-16
8913,India,Mobile,25-34,2024-01-22
8914,UK,Mobile,35-44,2024-10-03
8915,UK,Mobile,55+,2024-07-13
8916,USA,Tablet,18-24,2024-02-14
8917,India,Desktop,55+,2024-04-20
8918,Canada,Desktop,55+,2024-07-27
8919,Canada,Mobile,45-54,2024-08-17
8920,Germany,Desktop,18-24,2024-06-26
8921,UK,Mobile,18-24,2024-09-06
8922,UK,Desktop,35-44,2024-11-23
8923,India,Tablet,25-34,2024-01-11
8924,Australia,Mobile,55+,2024-09-08
8925,Canada,Mobile,35-44,2024-12-09
8926,Germany,Mobile,35-44,2024-08-22
8927,India,Mobile,55+,2024-05-15
8928,UK,Mobile,45-54,2024-09-10
8929,Canada,Desktop,45-54,2024-02-23
8930,Germany,Mobile,55+,2024-05-08
8931,USA,Mobile,18-24,2024-08-13
8932,Canada,Desktop,25-34,2024-01-20
8933,Germany,Tablet,45-54,2024-04-09
8934,India,Mobile,25-34,2024-10-16
8935,USA,Mobile,35-44,2024-02-26
8936,Germany,Mobile,35-44,2024-08-13
8937,Germany,Mobile,55+,2024-05-20
8938,UK,Mobile,55+,2024-05-04
8939,Australia,Mobile,55+,2024-11-04
8940,Canada,Mobile,45-54,2024-02-21
8941,UK,Mobile,25-34,2024-05-13
8942,USA,Mobile,35-44,2024-10-18
8943,Australia,Mobile,25-34,2024-06-01
8944,Germany,Mobile,45-54,2024-12-12
8945,UK,Mobile,25-34,2024-07-04
8946,Australia,Mobile,25-34,2024-08-26
8947,Canada,Desktop,55+,2024-07-01
8948,USA,Mobile,25-34,2024-12-16
8949,India,Desktop,25-34,2024-01-03
8950,UK,Mobile,25-34,2024-10-10
8951,USA,Mobile,18-24,2024-07-14
8952,India,Mobile,35-44,2024-06-14
8953,UK,Mobile,35-44,2024-10-16
8954,USA,Desktop,25-34,2024-12-05
8955,USA,Mobile,55+,2024-05-20
8956,Australia,Mobile,55+,2024-04-20
8957,UK,Mobile,55+,2024-09-17
8958,USA,Tablet,35-44,2024-07-06
8959,Germany,Desktop,45-54,2024-12-09
8960,UK,Desktop,25-34,2024-12-23
8961,USA,Mobile,35-44,2024-09-29
8962,Australia,Tablet,55+,2024-07-03
8963,India,Tablet,35-44,2024-10-13
8964,India,Mobile,35-44,2024-04-01
8965,Germany,Mobile,35-44,2024-07-12
8966,UK,Mobile,55+,2024-12-25
8967,Australia,Mobile,45-54,2024-12-14
8968,USA,Mobile,18-24,2024-12-03
8969,USA,Mobile,25-34,2024-11-06
8970,India,Desktop,25-34,2024-11-24
8971,Australia,Mobile,35-44,2024-02-16
8972,Germany,Desktop,45-54,2024-05-23
8973,India,Mobile,55+,2024-05-28
8974,India,Desktop,18-24,2024-12-15
8975,Germany,Mobile,18-24,2024-11-18
8976,UK,Mobile,35-44,2024-12-18
8977,USA,Mobile,35-44,2024-04-29
8978,UK,Mobile,55+,2024-05-13
8979,Australia,Desktop,55+,2024-07-15
8980,Canada,Mobile,55+,2024-02-06
8981,Canada,Mobile,35-44,2024-07-05
8982,Canada,Mobile,45-54,2024-07-31
8983,Germany,Desktop,35-44,2024-04-19
8984,India,Mobile,35-44,2024-07-05
8985,UK,Mobile,18-24,2024-03-18
8986,USA,Mobile,55+,2024-10-24
8987,Canada,Mobile,25-34,2024-11-25
8988,UK,Desktop,55+,2024-05-04
8989,Canada,Mobile,45-54,2024-11-11
8990,Canada,Desktop,45-54,2024-11-15
8991,USA,Mobile,55+,2024-11-09
8992,Australia,Mobile,55+,2024-01-02
8993,Australia,Mobile,35-44,2024-11-29
8994,Australia,Mobile,25-34,2024-03-11
8995,Germany,Mobile,35-44,2024-07-30
8996,India,Mobile,18-24,2024-01-08
8997,Germany,Mobile,18-24,2024-07-02
8998,UK,Mobile,45-54,2024-06-12
8999,Germany,Mobile,45-54,2024-09-25
9000,UK,Desktop,25-34,2024-10-21
9001,UK,Desktop,45-54,2024-12-23
9002,India,Mobile,18-24,2024-03-21
9003,USA,Mobile,25-34,2024-09-18
9004,India,Mobile,18-24,2024-10-01
9005,Australia,Tablet,55+,2024-04-14
9006,Australia,Desktop,55+,2024-11-04
9007,Germany,Mobile,25-34,2024-01-28
9008,UK,Mobile,35-44,2024-02-16
9009,Canada,Mobile,45-54,2024-11-08
9010,Canada,Mobile,25-34,2024-02-24
9011,UK,Desktop,45-54,2024-03-19
9012,India,Mobile,18-24,2024-01-01
9013,USA,Desktop,35-44,2024-06-16
9014,India,Mobile,45-54,2024-01-23
9015,UK,Mobile,55+,2024-08-15
9016,UK,Mobile,55+,2024-10-24
9017,USA,Mobile,18-24,2024-09-16
9018,Germany,Desktop,25-34,2024-09-20
